# AeroFlow CFD Results Export
# Generated: 2026-03-25 18:28:20
# Data Points: 873
# Mode: WindTunnel
#
time_s,mode,velocity_mps,dynamic_pressure_pa,cd,cl,cs,reynolds,reference_area_m2,drag_force_n,vertical_aero_force_n,downforce_n,cop_longitudinal_m,cop_lateral_m,cop_vertical_m,pitch_moment_nm,yaw_moment_nm,roll_moment_nm,front_axle_load_n,rear_axle_load_n,estimated_top_speed_mps,liquid_kinetic_energy_j,liquid_impact_pressure_pa,liquid_splash_height_m,liquid_containment,liquid_velocity_rms_mps,liquid_stability,flow_regime,assessment,quality_rating,quality_score,navier_valid,navier_mean_velocity_mps,navier_max_velocity_mps,navier_pressure_drop_pa,navier_wall_shear_pa,navier_divergence_l1,pipe_friction_factor,pipe_head_loss_m,pipe_flow_rate_m3s,pipe_pressure_gradient_pa_m,pipe_reynolds,machinery_torque_nm,machinery_power_w,machinery_efficiency,machinery_angular_velocity_rads,machinery_mean_swirl_mps,machinery_tip_speed_ratio,machinery_wake_deficit,machinery_energy_direction,machinery_application
53.238,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.339,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.440,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.545,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.645,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.747,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.848,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
53.949,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.050,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.151,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.252,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.352,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.454,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.556,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.657,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.758,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.859,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
54.961,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.061,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.163,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.264,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.366,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.468,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.569,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.669,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.769,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.870,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
55.970,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.071,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.172,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.274,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.374,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.478,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.580,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.681,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
56.783,"WindTunnel",50.000000,1531.250000,0.653524,-0.031937,-0.031538,10544480.000000,1.348920,1349.876000,-101.489100,101.489100,-0.011920,0.037419,-0.147489,-216.517400,-55.498950,7.006805,8149.535000,6666.955000,64.910560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Turbulent","Flow field not fully stable; solver divergence is elevated.","Fair",0.531485,1,33.513830,68.353990,0.145328,0.007469,7.816423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"-","-"
